OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
https://www.grants.gov/search-results-detail/356605,FY25 Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology,DOD-ONR,posted,10/01/2024,09/30/2025
https://www.grants.gov/search-results-detail/356557,Technical Assistance and Training Grant Program,USDA-RUS,posted,10/01/2024,12/31/2024
https://www.grants.gov/search-results-detail/356583,Department of Army Energetics Basic Research Center (EBRC) Fiscal Year 2025,DOD-AMC,posted,10/01/2024,04/07/2025
https://www.grants.gov/search-results-detail/351936,Preservation Assistance Grants for Smaller Institutions,NEH,posted,10/01/2024,01/09/2025
https://www.grants.gov/search-results-detail/345315,2025 Tribal Transportation Program Safety Fund,DOT-FHWA,posted,10/01/2024,01/15/2025
https://www.grants.gov/search-results-detail/356602,Carderock BAA,DOD-ONR-SEA-NSWFCRD,posted,10/01/2024,02/28/2025
https://www.grants.gov/search-results-detail/356613,Coastal Zone Management Projects of Special Merit Competition - FY2025,DOC-DOCNOAAERA,posted,10/01/2024,01/17/2025
https://www.grants.gov/search-results-detail/356558,Solid Waste Management Grant Program,USDA-RUS,posted,10/01/2024,12/31/2024
https://www.grants.gov/search-results-detail/356618,Scaling-up and Maintaining Evidence-based Interventions to Maximize Impact on Cancer (SUMMIT)- Lung Cancer Screening (UG3/UH3 Clinical Trial Required),HHS-NIH11,posted,10/01/2024,12/06/2024
https://www.grants.gov/search-results-detail/356611,Blueprint Neurotherapeutics Network (BPN): Biologic-based Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional),HHS-NIH11,posted,10/01/2024,08/18/2027
https://www.grants.gov/search-results-detail/356614,Discovery and Development of Natural Products for Cancer Interception and Prevention (UG3/UH3 Clinical Trial Not Allowed),HHS-NIH11,posted,10/01/2024,06/13/2025
https://www.grants.gov/search-results-detail/356610,Blueprint Neurotherapeutics Network (BPN): Biologic-based Drug Discovery and Development for Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),HHS-NIH11,posted,10/01/2024,08/18/2027
https://www.grants.gov/search-results-detail/356600,"Resilience of Information Space, Responsible Technology Practices, Responsible Cyberspace and Digital Ecosystems, and Points of Entry Security",DOS-NEA-AC,posted,10/01/2024,11/22/2024
https://www.grants.gov/search-results-detail/356612,Fundamental Research to Counter Weapons of Mass Destruction,DOD-DTRA,posted,10/01/2024,09/30/2034
https://www.grants.gov/search-results-detail/356592,Summer Stipends,NEH,forecasted,09/30/2024,
https://www.grants.gov/search-results-detail/356591,Dialogues on the Experiences of War,NEH,forecasted,09/30/2024,
https://www.grants.gov/search-results-detail/356589,Global Health Security (GHS) Activity,USAID-PAK,posted,09/30/2024,11/15/2024
https://www.grants.gov/search-results-detail/356593,Nuclear Reactor Safety Training and Workforce Development Program,DOE-ID,posted,09/30/2024,01/14/2025
https://www.grants.gov/search-results-detail/356598,FY24 Federal-State Partnership for Intercity Passenger Rail Grant Program,DOT-FRA,posted,09/30/2024,12/16/2024
https://www.grants.gov/search-results-detail/356599,Agriculture Conservation Experienced Services (ACES) Program,USDA-NRCS,posted,09/30/2024,01/13/2025
https://www.grants.gov/search-results-detail/356590,FY 2025 Continuation of Solicitation for the Office of Science Financial Assistance Program,PAMS-SC,posted,09/30/2024,09/30/2025
https://www.grants.gov/search-results-detail/356595,Farmer to Farmer 2024 BIL,EPA,posted,09/30/2024,01/28/2025
https://www.grants.gov/search-results-detail/356594,Biomedical Research Facilities (C06 Clinical Trial Not Allowed),HHS-NIH11,posted,09/30/2024,01/27/2025
https://www.grants.gov/search-results-detail/356596,Mitochondrial-associated Mechanisms of Neuropathological and Immunodeficient Aging in the Context of HIV and SUD (R01 Clinical Trials Not Allowed),HHS-NIH11,posted,09/30/2024,03/10/2026
https://www.grants.gov/search-results-detail/356597,Mitochondrial-associated Mechanisms of Neuropathological and Immunodeficient Aging in the Context of HIV and SUD (R21 Clinical Trials Not Allowed),HHS-NIH11,posted,09/30/2024,03/10/2026
https://www.grants.gov/search-results-detail/356588,Communities for Gender Equality (CGE) Activity under Addendum to JRS APS: 7200AA22APS00007,USAID-BAN,posted,09/29/2024,11/05/2024
https://www.grants.gov/search-results-detail/356569,Pesticides Health Care Initiative: National and Community Based Health Care Provider Training for Pesticide Illness,EPA,posted,09/27/2024,12/19/2024
https://www.grants.gov/search-results-detail/356584,The Educational Component of the National Cooperative Geologic Mapping Program,DOI-USGS1,posted,09/27/2024,01/14/2025
https://www.grants.gov/search-results-detail/356573,F25AS00034 Cooperative Endangered Species Conservation Fund: Recovery Land Acquisition Grants,DOI-FWS,posted,09/27/2024,01/08/2025
https://www.grants.gov/search-results-detail/356571,Grants Technical Assistance for Pesticide Safety Programs: Technical Assistance in Support of the Health Care Initiative and the Farmworker Training and Education Program,EPA,posted,09/27/2024,12/05/2024
https://www.grants.gov/search-results-detail/356575,F25AS00035 Cooperative Endangered Species Conservation Fund: Habitat Conservation Plan Land Acquisition Grants,DOI-FWS,posted,09/27/2024,01/08/2025
https://www.grants.gov/search-results-detail/356577,Notice of Intent to Issue Notice of Funding Opportunity No. DE-FOA-0003442: Regional Direct Air Capture Hubs – Recurring Program,DOE-01,posted,09/27/2024,12/31/2025
https://www.grants.gov/search-results-detail/356572,Cancer Immunoprevention Network (CIP-Net) Resource Coordinating Center (U24 Clinical Trials Not Allowed),HHS-NIH11,posted,09/27/2024,12/02/2024
https://www.grants.gov/search-results-detail/356578,FY25 Dr. Nancy Foster Scholarship Program,DOC-DOCNOAAERA,posted,09/27/2024,02/14/2025
https://www.grants.gov/search-results-detail/356587,Defense Sciences Office (DSO) Office-wide BAA,DOD-DARPA-DSO,posted,09/27/2024,09/26/2025
https://www.grants.gov/search-results-detail/356168,"Section 206 of the Consolidated Appropriations Act, 2024: State Planning Grants to Promote Continuity of Care for Medicaid and CHIP Beneficiaries Following Incarceration",HHS-CMS,posted,09/27/2024,11/26/2024
https://www.grants.gov/search-results-detail/356586,National Climate Adaptation Science Center Program (NCASC),DOI-USGS1,posted,09/27/2024,02/03/2025
https://www.grants.gov/search-results-detail/356574,TRIBAL CLEAN ENERGY PLANNING AND DEVELOPMENT - 2025,DOE-GFO,posted,09/27/2024,01/23/2025
https://www.grants.gov/search-results-detail/356570,Farmworker Training and Education Program for Pesticide Safety,EPA,posted,09/27/2024,12/19/2024
https://www.grants.gov/search-results-detail/356582,U.S.-Danish Floating Offshore Wind Energy Mooring and Anchoring Research and Development,DOE-GFO,posted,09/27/2024,01/14/2025
https://www.grants.gov/search-results-detail/356529,FY25 Saltonstall-Kennedy Full Proposal Competition,DOC-DOCNOAAERA,posted,09/26/2024,11/25/2024
https://www.grants.gov/search-results-detail/356544,Notice of Intent to Publish a Notice of Funding Opportunity for Social Determinants of Health (SDoH) and Quality of Care Contributors to Cancer Disparities in People with HIV (U01; Clinical Trial Optional),HHS-NIH11,forecasted,09/26/2024,
https://www.grants.gov/search-results-detail/356540,Notice of Intent to Publish a Funding Opportunity Announcement for Viral INfections in the Young Lung- The VINYL Clinical Consortium (UG3/UH3 Clinical Trial Optional),HHS-NIH11,forecasted,09/26/2024,
https://www.grants.gov/search-results-detail/356541,"Notice of Intent to Publish a Funding Opportunity Announcement for NHLBI SBIR Phase IIB Bridge Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",HHS-NIH11,forecasted,09/26/2024,
https://www.grants.gov/search-results-detail/356539,"Notice of Intent to Publish a Funding Opportunity Announcement for NHLBI SBIR Phase IIB Small Market Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",HHS-NIH11,forecasted,09/26/2024,
https://www.grants.gov/search-results-detail/356543,Notice of Intent to Publish a Funding Opportunity Announcement for Advancing Health Equity through Interventions to Prevent and Address Housing Instability (R01 Clinical Trial Optional),HHS-NIH11,forecasted,09/26/2024,
https://www.grants.gov/search-results-detail/356554,Dangers and Opportunities of Technology:Perspectives from the Humanities,NEH,forecasted,09/26/2024,
https://www.grants.gov/search-results-detail/356545,Notice of Intent to Publish a Funding Opportunity Announcement for Precision Medicine for Type 1 Diabetic Nephropathy (U01 Clinical Trial Not Allowed) ,HHS-NIH11,forecasted,09/26/2024,
https://www.grants.gov/search-results-detail/356542,Notice of Intent to Publish a Funding Opportunity Announcement for BRAIN Initiative: Brain Behavior Quantification and Synchronization- Next Generation Sensor Technology Development (U01 Clinical Trial Optional),HHS-NIH11,forecasted,09/26/2024,
https://www.grants.gov/search-results-detail/356536,Geospace Cluster,NSF,posted,09/26/2024,
https://www.grants.gov/search-results-detail/356537,Infrastructure Cluster,NSF,posted,09/26/2024,
https://www.grants.gov/search-results-detail/356538,Atmosphere Cluster,NSF,posted,09/26/2024,
https://www.grants.gov/search-results-detail/356550,Oxygen-conducting SOFC and SOEC Research and Development for Hydrogen Production,DOE-NETL,posted,09/26/2024,12/02/2024
https://www.grants.gov/search-results-detail/356561,RESTORE Act Direct Component - Non-Construction Activities,USDOT-GCR,posted,09/26/2024,10/31/2025
https://www.grants.gov/search-results-detail/356553,Amyotrophic Lateral Sclerosis (ALS) Intermediate Patient Population Expanded Access (U01 Clinical Trial Required),HHS-NIH11,posted,09/26/2024,01/24/2025
https://www.grants.gov/search-results-detail/356555,National Evaluation Center (NEC) for AHRQs Healthcare Extension Service: State-based Solutions to Healthcare Improvement (U19),HHS-AHRQ,posted,09/26/2024,12/14/2024
https://www.grants.gov/search-results-detail/356556,National Coordinating Center (NCC) for AHRQs Healthcare Extension Service - State-based Solutions to Healthcare Improvement (U54),HHS-AHRQ,posted,09/26/2024,12/14/2024
https://www.grants.gov/search-results-detail/356551,TRIBAL COLLEGES AND UNIVERSITIES PLANNING FOR CLEAN ENERGY - 2025,DOE-GFO,posted,09/26/2024,12/18/2024
https://www.grants.gov/search-results-detail/356559,RESTORE Act Centers of Excellence Research Grants Program,USDOT-GCR,posted,09/26/2024,10/31/2025
https://www.grants.gov/search-results-detail/356552,Precision Medicine for Type 1 Diabetic Nephropathy (U01 Clinical Trial Not Allowed),HHS-NIH11,posted,09/26/2024,12/10/2024
https://www.grants.gov/search-results-detail/356562,RESTORE Act Direct Component – Construction and Real Property Acquisition Activities,USDOT-GCR,posted,09/26/2024,10/31/2025
https://www.grants.gov/search-results-detail/356525,USAID South Sudan Peace Building and Independent Media (PBIM) Activity.,USAID-SSD,forecasted,09/25/2024,
https://www.grants.gov/search-results-detail/356527,Child Care and Early Education Research Connections,HHS-ACF-OPRE,forecasted,09/25/2024,
https://www.grants.gov/search-results-detail/356534,Health Promotion and Disease Prevention Research Centers: 2025 Special Interest Project Competitive Supplements (SIPS),HHS-CDC-HHSCDCERA,forecasted,09/25/2024,
https://www.grants.gov/search-results-detail/356522,Humanities Connections,NEH,forecasted,09/25/2024,
https://www.grants.gov/search-results-detail/356523,Dynamic Language Infrastructure – Documenting Endangered Languages Fellowships,NEH,forecasted,09/25/2024,
https://www.grants.gov/search-results-detail/356526,The State Component of the National Cooperative Geologic Mapping Program,DOI-USGS1,posted,09/25/2024,01/07/2025
https://www.grants.gov/search-results-detail/356533,Enhance Technical Assistance and Outreach to Farmers on Nutrient Management in the Western Lake Erie Basin (WLEBTA),EPA,posted,09/25/2024,11/22/2024
https://www.grants.gov/search-results-detail/356528,USGS Cooperative Landslide Hazard Mapping and Assessment Program,DOI-USGS1,posted,09/25/2024,01/15/2025
https://www.grants.gov/search-results-detail/356521,Training and Technical Assistance to Improve Water Quality and Enable Small Public Water Systems to Provide Safe Drinking Water,EPA,posted,09/25/2024,11/25/2024
https://www.grants.gov/search-results-detail/356532,Advancing Technology Development for Securing a Domestic Supply of Critical Minerals and Materials (CMM),DOE-NETL,posted,09/25/2024,11/26/2024
https://www.grants.gov/search-results-detail/356530,BRAIN Initiative: Reagent Resources for Brain Cell Type-Specific Access to Broaden Distribution of Enabling Technologies for Neuroscience (U24 Clinical Trial Not Allowed),HHS-NIH11,posted,09/25/2024,06/15/2027
https://www.grants.gov/search-results-detail/356531,Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development of Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),HHS-NIH11,posted,09/25/2024,08/18/2026
https://www.grants.gov/search-results-detail/356512,American Indian Air Quality Training Program,EPA,posted,09/24/2024,11/15/2024
https://www.grants.gov/search-results-detail/356517,NICHD Resource Program Grants in Bioinformatics (P41 Clinical Trial Not Allowed),HHS-NIH11,posted,09/24/2024,09/25/2027
https://www.grants.gov/search-results-detail/356508,Reducing Lead in Drinking Water Grant Program,EPA,posted,09/24/2024,12/30/2024
https://www.grants.gov/search-results-detail/356520,U.S. Wave Energy Open Water Testing,DOE-GFO,posted,09/24/2024,01/30/2025
https://www.grants.gov/search-results-detail/356519,Central Valley Project Fish Information Needs,DOI-BOR,posted,09/24/2024,12/23/2024
https://www.grants.gov/search-results-detail/356511,BRAIN Initiative: New Technologies and Novel Approaches for Recording and Modulation in the Nervous System (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,09/24/2024,01/20/2026
https://www.grants.gov/search-results-detail/356515,Behavioral and Integrative Treatment Development Program (R01 Clinical Trial Optional),HHS-NIH11,posted,09/24/2024,05/07/2025
https://www.grants.gov/search-results-detail/356510,BRAIN Initiative: Optimization of Instrumentation and Device Technologies for Recording and Modulation in the Nervous System (U01 Clinical Trials Not Allowed),HHS-NIH11,posted,09/24/2024,01/20/2026
https://www.grants.gov/search-results-detail/356514,Advancing Health Equity through Interventions to Prevent and Address Housing Instability (R01 Clinical Trial Optional),HHS-NIH11,posted,09/24/2024,12/13/2024
https://www.grants.gov/search-results-detail/356498,FY 2024 National Maritime Heritage Grant Program - Education Grants,DOI-NPS,posted,09/23/2024,02/04/2025
https://www.grants.gov/search-results-detail/356500,Fiscal Year (FY) 2025 Funding Opportunity for Indian Tribes and Intertribal Consortia for Nonpoint Source Management Grants Under Clean Water Act Section 319,EPA,posted,09/23/2024,12/11/2024
https://www.grants.gov/search-results-detail/356501,"Training and Technical Assistance for Rural, Small and Tribal Municipalities and Wastewater Treatment Systems for Clean Water Act Prevention, Reduction, and Elimination of Pollution",EPA,posted,09/23/2024,11/25/2024
https://www.grants.gov/search-results-detail/356503,Early Psychosis Intervention Network (EPINET): Learning Health Care Research to Improve Mental Health Services and  Outcomes (P01 Clinical Trial Optional),HHS-NIH11,posted,09/23/2024,02/03/2025
https://www.grants.gov/search-results-detail/356496,Fiscal Year 2024 State and Local Cybersecurity Grant Program,DHS-DHS,posted,09/23/2024,12/03/2024
https://www.grants.gov/search-results-detail/356497,FY 2024- National Maritime Heritage Grant Program - Preservation Grants,DOI-NPS,posted,09/23/2024,02/04/2025
https://www.grants.gov/search-results-detail/356502,Fair Housing Initiatives Program - Private Enforcement Initiative,HUD,posted,09/23/2024,11/25/2024
https://www.grants.gov/search-results-detail/356499,Discovery and Development of Novel Therapeutics for Select Fungal Pathogens (R21/R33 Clinical Trial Not Allowed),HHS-NIH11,posted,09/23/2024,01/28/2025
https://www.grants.gov/search-results-detail/356472,"Safety, Security, and Privacy of Open-Source Ecosystems",NSF,posted,09/20/2024,04/22/2025
https://www.grants.gov/search-results-detail/356477,Notice of Intent No. DE-FOA-0003433 to Issue Bipartisan Infrastructure Law:  Funding Opportunity Announcement No. DE-FOA-0003434,DOE-NETL,posted,09/20/2024,12/30/2024
https://www.grants.gov/search-results-detail/356482,Gasification of Alternative Feedstocks,DOE-NETL,posted,09/20/2024,11/22/2024
https://www.grants.gov/search-results-detail/356486,Capacity Building Grants for Non-Land Grant Colleges of Agriculture Program,USDA-NIFA,posted,09/20/2024,11/15/2024
https://www.grants.gov/search-results-detail/356485,University Student Research Challenge (USRC),NASA-HQ,posted,09/20/2024,06/26/2025
https://www.grants.gov/search-results-detail/356476,Fair Housing Initiative Program - Fair Housing Organizations Initiative,HUD,posted,09/20/2024,11/19/2024
https://www.grants.gov/search-results-detail/356481,Fair Housing Initiatives Program -Education and Outreach Initiative -Test Coordinator Training,HUD,posted,09/20/2024,11/19/2024
https://www.grants.gov/search-results-detail/356487,Older Adults Home Modification Grant Program,HUD,posted,09/20/2024,11/19/2024
https://www.grants.gov/search-results-detail/356475,Fair Housing Initiatives Program Education and Outreach Initiative,HUD,posted,09/20/2024,11/19/2024
https://www.grants.gov/search-results-detail/356478,Mechanism for Time-Sensitive Substance Use Research (R21 Clinical Trial Optional),HHS-NIH11,posted,09/20/2024,09/09/2027
https://www.grants.gov/search-results-detail/356467,Invitation Journée d'échanges USAID-Partenaires Locaux (Industry Day),USAID-SEN,forecasted,09/19/2024,
https://www.grants.gov/search-results-detail/356468,OVW Fiscal Year 2024 Resource Center on Workplace Responses to Assist Victims of Domestic and Sexual Violence,USDOJ-OJP-OVW,posted,09/19/2024,12/10/2024
https://www.grants.gov/search-results-detail/356471,SuperTruck Charge,DOE-NETL,posted,09/19/2024,11/26/2024
https://www.grants.gov/search-results-detail/356457,National Tribal Toxics Council (NTTC) Technical Support,EPA,posted,09/18/2024,11/19/2024
https://www.grants.gov/search-results-detail/356466,Mitigating Proliferation Risks Posed by Artificial Intelligence Enabled Molecular Models and Leveraging Nonproliferation Opportunities,DOS-ISN,posted,09/18/2024,11/12/2024
https://www.grants.gov/search-results-detail/356458,Consolidated Multifamily Housing Technical Assistance Grant Programs,USDA-RHS,posted,09/18/2024,11/18/2024
https://www.grants.gov/search-results-detail/356459,Raising Awareness and Building Cooperation to Combat Corruption and Money Laundering,DOS-INL,posted,09/18/2024,11/18/2024
https://www.grants.gov/search-results-detail/356460,HEAL Initiative: Studies to Enable Analgesic Discovery (R61/R33 - Clinical Trial Not Allowed),HHS-NIH11,posted,09/18/2024,01/15/2027
https://www.grants.gov/search-results-detail/356463,"Homeless Veterans’ Reintegration Program (HVRP), Incarcerated Veterans’ Transition Program (IVTP), and the Homeless Women Veterans' and Homeless Veterans' with Children Reintegration Grant Program (HWVHVWC) (referred to collectively as HVRP)",DOL-VETS,forecasted,09/18/2024,
https://www.grants.gov/search-results-detail/356445,F25AS00033 Yukon River Salmon Research and Management Assistance,DOI-FWS,posted,09/17/2024,01/06/2025
https://www.grants.gov/search-results-detail/356444,"Notice of Intent (NOI) related to ""HARMONY: Human-Centric Analytics for Resilient & Modernized Power sYstems”",DOE-NETL,posted,09/17/2024,12/31/2025
https://www.grants.gov/search-results-detail/356440,Request for Information (RFI) Technology and Market Potential of Photovoltaic-Thermal (PVT) Systems in the United States,DOE-GFO,posted,09/17/2024,12/31/2024
https://www.grants.gov/search-results-detail/356448,Inflation Reduction Act: Improving Alaska Flood Monitoring with Synthetic Aperture Radar (SAR) Imagery,DOC-DOCNOAAERA,posted,09/17/2024,12/23/2024
https://www.grants.gov/search-results-detail/356454,Regional Resiliency & Vulnerability Assessments for Ocean and Coastal Acidification (RVA OA25),DOC-DOCNOAAERA,posted,09/17/2024,03/05/2025
https://www.grants.gov/search-results-detail/356324,Fiscal Year (FY) 2023-2024 National Scenic Byways Program,DOT-FHWA,posted,09/17/2024,12/16/2024
https://www.grants.gov/search-results-detail/356435,ROSES 2024: A.55 Decadal Survey Incubation Program: Science and Technology,NASA-HQ,posted,09/17/2024,12/17/2024
https://www.grants.gov/search-results-detail/356452,"FY2025 Weather Program Office Research Program Announcement - Social, Behavioral, and Economic Sciences (SBES)",DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024
https://www.grants.gov/search-results-detail/356450,FY2025 Weather Program Office Research Programs Announcement - Observations,DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024
https://www.grants.gov/search-results-detail/356451,FY2025 Weather Program Office Research Programs Announcement - Air Quality Research and Forecasting (AQRF),DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024
https://www.grants.gov/search-results-detail/356447,FY2025 Weather Program Office Research Programs Announcement - Testbeds,DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024
https://www.grants.gov/search-results-detail/356453,FY2025 Weather Program Office Research Programs Announcement - VORTEX USA,DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024
https://www.grants.gov/search-results-detail/356449,FY2025 Weather Program Office Research Programs Announcement - Subseasonal to Seasonal,DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024
https://www.grants.gov/search-results-detail/356439,U.S.-South Africa Program for Collaborative Biomedical Research  Phase 3 (HIV/AIDS) (R01 Clinical Trial Optional),HHS-NIH11,posted,09/17/2024,03/12/2025
https://www.grants.gov/search-results-detail/356437,Imaging - Science Track Award for Research Transition (I/START) (R03 Clinical Trial Optional),HHS-NIH11,posted,09/17/2024,01/07/2028
https://www.grants.gov/search-results-detail/356430,Solid Waste Infrastructure for Recycling Grants for Political Subdivisions of States and Territories,EPA,posted,09/16/2024,12/20/2024
https://www.grants.gov/search-results-detail/356431,Solid Waste Infrastructure for Recycling (SWIFR) Grants for Tribes and Intertribal Consortia,EPA,posted,09/16/2024,03/14/2025
https://www.grants.gov/search-results-detail/356429,"DOD Glioblastoma, Resource Development Award",DOD-AMRAA,posted,09/16/2024,11/20/2024
https://www.grants.gov/search-results-detail/356428,"DOD Glioblastoma, Hypothesis Development Award",DOD-AMRAA,posted,09/16/2024,11/20/2024
https://www.grants.gov/search-results-detail/356427,ROSES 2024: A.5 Carbon Cycle Science,NASA-HQ,posted,09/16/2024,02/03/2025
https://www.grants.gov/search-results-detail/356438,Cellular Models of HIV Pathogenesis within NIDDK Mission Areas (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,09/16/2024,03/20/2025
https://www.grants.gov/search-results-detail/356423,Pathways to Enable Open-Source Ecosystems,NSF,posted,09/14/2024,01/14/2025
https://www.grants.gov/search-results-detail/356424,Molecular Foundations for Biotechnology,NSF,posted,09/14/2024,12/16/2024
https://www.grants.gov/search-results-detail/356425,Multilateral Partnerships Leveraging Excellence,NSF,posted,09/14/2024,
https://www.grants.gov/search-results-detail/356415,Cultural Anthropology Program - Doctoral Dissertation Research Improvement Grants,NSF,posted,09/13/2024,01/15/2025
https://www.grants.gov/search-results-detail/356421,Research Centers in Minority Institutions (RCMI) (U54 - Clinical Trial Optional),HHS-NIH11,posted,09/13/2024,11/18/2024
https://www.grants.gov/search-results-detail/356416,This is a Notice of Intent to issue DE-FOA-0003396 entitled “Renewable Integration Management with Innovative High Voltage Direct Current Power Circuit Breakers (REIMAGINE BREAKERS).”,DOE-NETL,posted,09/13/2024,12/13/2024
https://www.grants.gov/search-results-detail/356422,CONSUMER RECYCLING EDUCATION AND OUTREACH (REO) GRANT PROGRAM,EPA,posted,09/13/2024,12/20/2024
https://www.grants.gov/search-results-detail/356418,Undocumented Orphaned Well Characterization and Remediation,DOE-NETL,posted,09/13/2024,11/13/2024
https://www.grants.gov/search-results-detail/356412,Unemployment Insurance Integrity Center of Excellence Operations,DOL-ETA,forecasted,09/12/2024,
https://www.grants.gov/search-results-detail/356414,Elder Justice Innovation Grants FY2025,HHS-ACL,forecasted,09/12/2024,
https://www.grants.gov/search-results-detail/356408,"Supporting sustainable, accessible, integrated and quality laboratory systems for HIV/TB and related health threats in the Republic of Kenya under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-GHC,forecasted,09/12/2024,
https://www.grants.gov/search-results-detail/356407,FY24 Notice of Funding Opportunity: National Rural Transit Assistance Program,DOT-FTA,posted,09/12/2024,11/12/2024
https://www.grants.gov/search-results-detail/356392,Established Program to Stimulate Competitive Research (EPSCoR) Implementation Grants,PAMS-SC,posted,09/12/2024,01/29/2025
https://www.grants.gov/search-results-detail/356391,Request for Information (RFI)-The Enhancing Trade and Finance Activity-ETF in Ghana,USAID-WAF,forecasted,09/11/2024,
https://www.grants.gov/search-results-detail/356396,Desalination and Water Purification Research Program: Research Projects FY25,DOI-BOR,posted,09/11/2024,11/13/2024
https://www.grants.gov/search-results-detail/356401,Urology Centers Program Interactions Core (U24 Clinical Trial Not Allowed),HHS-NIH11,posted,09/11/2024,11/21/2024
https://www.grants.gov/search-results-detail/356403,Biological Technologies,DOD-DARPA-BTO,posted,09/11/2024,09/10/2025
https://www.grants.gov/search-results-detail/356393,DE-FOA-0003371 FY24 Scale-Up of Integrated Biorefineries,DOE-GFO,posted,09/11/2024,01/16/2025
https://www.grants.gov/search-results-detail/356394,Coordinating Center to Support Consortium for Neuroscience Alzheimers Disease (AD) and AD-Related Dementias (ADRD) Research in Low- and Middle-Income Countries (LMICs) (U24 Clinical Trial Not Allowed),HHS-NIH11,posted,09/11/2024,11/13/2024
https://www.grants.gov/search-results-detail/356398,Norman Y. Mineta Japanese American Confinement Education Grants,DOI-NPS,posted,09/11/2024,11/14/2024
https://www.grants.gov/search-results-detail/356395,Clinical Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Mind and Body Interventions (Collaborative UG3/UH3 Clinical Trial Required),HHS-NIH11,posted,09/11/2024,07/14/2026
https://www.grants.gov/search-results-detail/356397,Japanese American Confinement Sites Grant Program,DOI-NPS,posted,09/11/2024,11/14/2024
https://www.grants.gov/search-results-detail/356383,Notice of Intent (NOI) to Issue Notice of Funding Opportunity (NOFO) Advanced Hydrogen and Fuel Cell Technologies to Drive National Decarbonization DE-FOA-0003439,DOE-GFO,posted,09/10/2024,01/31/2025
https://www.grants.gov/search-results-detail/356387,Administrative Supplements to Promote Diversity in Research and Development Small Businesses  SBIR/STTR (Admin Supp Clinical Trial Not Allowed),HHS-NIH11,posted,09/10/2024,10/13/2027
https://www.grants.gov/search-results-detail/356369,Pesticide Regulatory Education Program,EPA,posted,09/09/2024,11/15/2024
https://www.grants.gov/search-results-detail/356377,OVW Fiscal Year 2024 National Service Line for Incarcerated Survivors of Sexual Abuse Program,USDOJ-OJP-OVW,posted,09/09/2024,11/12/2024
https://www.grants.gov/search-results-detail/356370,Automated Processes for Knowledge Discovery and Information Retrieval,DOD-AFRL,posted,09/09/2024,09/09/2029
https://www.grants.gov/search-results-detail/356376,"Organs-on-a-Chip in Dental, Oral, and Craniofacial Research (DOC-OoCs) (R21 Clinical Trial Not Allowed)",HHS-NIH11,posted,09/09/2024,11/19/2024
https://www.grants.gov/search-results-detail/356375,"Organs-on-a-Chip in Dental, Oral, and Craniofacial Research (DOC-OoCs)   (R01 Clinical Trial Not Allowed)",HHS-NIH11,posted,09/09/2024,11/19/2024
https://www.grants.gov/search-results-detail/356372,Addressing Sexual and Gender-Based Violence (SGBV) and Trafficking in Persons (TIP) in West Africa (SGBV-TIP),USAID-GHA,posted,09/09/2024,02/07/2025
https://www.grants.gov/search-results-detail/356371,"Exploratory Studies to Investigate Mechanisms of HIV infection, Replication, Latency, and/or Pathogenesis in the Context of Substance Use Disorders (R01 Clinical Trial Not Allowed)",HHS-NIH11,posted,09/09/2024,08/14/2025
https://www.grants.gov/search-results-detail/356364,Small Research Grant Program for the Next Generation of Researchers in Low- and Middle-Income Countries (LMICs) for Aging and Alzheimers Disease (AD) and AD-Related Dementias (ADRD) Research (R03 Clinical Trial Not Allowed),HHS-NIH11,posted,09/06/2024,02/14/2025
https://www.grants.gov/search-results-detail/356357,"Protecting and Improving Health in Cote d'Ivoire: Building and Strengthening Public Health Impact, Systems, Capacity and Security",HHS-CDC-GHC,forecasted,09/06/2024,
https://www.grants.gov/search-results-detail/356367,"USAID/Ecuador - Monitoring, Evaluation, and Learning (MEL) Support Platform",USAID-ECU,forecasted,09/06/2024,
https://www.grants.gov/search-results-detail/356365,Consortium for Neuroscience AD/ADRD in Low- and Middle-Income Countries  (U01 Clinical Trial Not Allowed),HHS-NIH11,posted,09/06/2024,02/14/2025
https://www.grants.gov/search-results-detail/356366,Energy Storage Pilot Demonstrations,DOE-01,posted,09/06/2024,02/13/2025
